,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page,anime_scored_by
1070,Heavy Object,TV (24 eps),Oct 2015 - Mar 2016,"148,591 ","Action, Sci-Fi",Saturdays at 00:30 (JST),Funimation,439,1389,7.251,https://myanimelist.net/anime/27829/Heavy_Object,"58,768"
1071,High School DxD Hero,TV (12 eps),Apr 2018 - Jul 2018,"469,169 ","Action, Comedy, Romance, Ecchi",Tuesdays at 23:00 (JST),Funimation,"2,464",420,7.251,https://myanimelist.net/anime/34281/High_School_DxD_Hero,"256,798"
1072,IGPX: Immortal Grand Prix (2005) 2nd Season,TV (13 eps),May 2006 - Aug 2006,"10,691 ","Action, Sci-Fi",Unknown,"Bandai Entertainment, Discotek Media",24,5735,7.251,https://myanimelist.net/anime/1410/IGPX__Immortal_Grand_Prix_2005_2nd_Season,"5,201"
1073,Kakegurui,TV (12 eps),Jul 2017 - Sep 2017,"1,372,778 ","Drama, Mystery",Saturdays at 22:00 (JST),Sentai Filmworks,"10,429",78,7.251,https://myanimelist.net/anime/34933/Kakegurui,"847,689"
1074,Kyuuketsuki Sugu Shinu,TV (12 eps),Oct 2021 - Dec 2021,"77,110 ","Comedy, Supernatural",Mondays at 23:00 (JST),Funimation,478,2208,7.251,https://myanimelist.net/anime/41833/Kyuuketsuki_Sugu_Shinu,"27,523"
1075,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",TV (? eps),Jan 2023 -,"243,283 ","Action, Fantasy",Sundays at 00:30 (JST),Aniplex of America,"3,475",889,7.251,https://myanimelist.net/anime/48417/Maou_Gakuin_no_Futekigousha__Shijou_Saikyou_no_Maou_no_Shiso_Tensei_shite_Shison-tachi_no_Gakkou_e_Kayou_II,"20,553"
1076,Maoyuu Maou Yuusha,TV (12 eps),Jan 2013 - Mar 2013,"458,790 ","Adventure, Fantasy, Romance",Saturdays at Unknown,Sentai Filmworks,"1,403",435,7.251,https://myanimelist.net/anime/14833/Maoyuu_Maou_Yuusha,"210,487"
1077,MÄR,TV (102 eps),Apr 2005 - Mar 2007,"50,120 ","Action, Adventure, Comedy, Fantasy",Sundays at 10:00 (JST),VIZ Media,287,2823,7.251,https://myanimelist.net/anime/738/M%C3%84R,"20,853"
1078,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,TV (12 eps),Jul 2021 - Sep 2021,"207,980 ","Comedy, Fantasy, Romance",Saturdays at 01:25 (JST),"None found, add some",992,1041,7.251,https://myanimelist.net/anime/42282/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta_X,"85,058"
1079,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,TV (25 eps),Oct 2013 - Mar 2014,"35,146 ","Action, Mystery",Unknown,Sentai Filmworks,39,3433,7.251,https://myanimelist.net/anime/15651/Phi_Brain__Kami_no_Puzzle_-_Shukuteki_R%C3%A4tsel-hen,"12,932"
1080,Pokemon Diamond & Pearl,TV (191 eps),Sep 2006 - Sep 2010,"136,610 ","Action, Adventure, Comedy, Fantasy",Thursdays at 19:00 (JST),"VIZ Media, The Pokemon Company International",477,1478,7.251,https://myanimelist.net/anime/1565/Pokemon_Diamond___Pearl,"84,606"
1081,Sei Juushi Bismarck,TV (51 eps),Oct 1984 - Sep 1985,"5,336 ","Action, Adventure, Sci-Fi",Unknown,Discotek Media,35,7604,7.251,https://myanimelist.net/anime/2361/Sei_Juushi_Bismarck,"2,344"
1082,Slayers Revolution,TV (13 eps),Jul 2008 - Sep 2008,"36,163 ","Adventure, Comedy, Fantasy",Thursdays at 01:20 (JST),"Funimation, NYAV Post",43,3387,7.251,https://myanimelist.net/anime/4028/Slayers_Revolution,"17,971"
1083,Subete ga F ni Naru,TV (11 eps),Oct 2015 - Dec 2015,"163,170 ","Mystery, Sci-Fi",Fridays at 00:55 (JST),Sentai Filmworks,702,1299,7.251,https://myanimelist.net/anime/28621/Subete_ga_F_ni_Naru,"66,660"
1084,Witch Hunter Robin,TV (26 eps),Jul 2002 - Dec 2002,"110,026 ","Action, Drama, Mystery, Supernatural",Wednesdays at 01:25 (JST),"Funimation, Bandai Entertainment",604,1758,7.251,https://myanimelist.net/anime/7/Witch_Hunter_Robin,"42,378"
1085,YAT Anshin! Uchuu Ryokou,TV (50 eps),Oct 1996 - Sep 1997,"2,207 ","Adventure, Comedy, Sci-Fi",Saturdays at 18:00 (JST),"None found, add some",13,10139,7.251,https://myanimelist.net/anime/1891/YAT_Anshin_Uchuu_Ryokou,845
1086,Zero no Tsukaima,TV (13 eps),Jul 2006 - Sep 2006,"782,354 ","Action, Adventure, Comedy, Fantasy, Romance, Ecchi",Mondays at 00:30 (JST),"Sentai Filmworks, Geneon Entertainment USA","7,781",205,7.241,https://myanimelist.net/anime/1195/Zero_no_Tsukaima,"445,633"
1087,Amanchu!,TV (12 eps),Jul 2016 - Sep 2016,"90,322 ","Comedy, Slice of Life",Fridays at 23:00 (JST),"None found, add some",287,2003,7.241,https://myanimelist.net/anime/31771/Amanchu,"32,684"
1088,Beelzebub-jou no Okinimesu mama.,TV (12 eps),Oct 2018 - Dec 2018,"89,967 ","Comedy, Fantasy, Romance",Thursdays at 02:50 (JST),Discotek Media,312,2008,7.241,https://myanimelist.net/anime/37716/Beelzebub-jou_no_Okinimesu_mama,"34,119"
1089,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,TV (12 eps),Jul 2016 - Sep 2016,"334,806 ","Action, Horror, Mystery",Mondays at 23:00 (JST),Funimation,"1,671",633,7.241,https://myanimelist.net/anime/32189/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Mirai-hen,"178,908"
1090,Darwin's Game,TV (11 eps),Jan 2020 - Mar 2020,"508,296 ","Action, Mystery, Sci-Fi",Saturdays at 00:00 (JST),Aniplex of America,"2,379",385,7.241,https://myanimelist.net/anime/38656/Darwins_Game,"274,596"
1091,Genjitsu Shugi Yuusha no Oukoku Saikenki,TV (13 eps),Jul 2021 - Sep 2021,"338,584 ","Action, Fantasy, Romance",Sundays at 01:30 (JST),Funimation,"2,372",624,7.241,https://myanimelist.net/anime/41710/Genjitsu_Shugi_Yuusha_no_Oukoku_Saikenki,"170,099"
1092,GS Mikami,TV (45 eps),Apr 1993 - Mar 1994,"12,809 ","Comedy, Supernatural",Sundays at 08:30 (JST),Sentai Filmworks,41,5344,7.241,https://myanimelist.net/anime/2400/GS_Mikami,"4,484"
1093,H2,TV (41 eps),Jun 1995 - Mar 1996,"9,358 ","Comedy, Romance, Sports",Thursdays at 19:00 (JST),"None found, add some",27,6074,7.241,https://myanimelist.net/anime/386/H2,"3,186"
1094,Hyakko,TV (13 eps),Oct 2008 - Dec 2008,"43,653 ","Comedy, Slice of Life",Thursdays at 02:35 (JST),Nozomi Entertainment,107,3043,7.241,https://myanimelist.net/anime/4550/Hyakko,"19,798"
1095,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,TV (24 eps),Oct 2020 - Mar 2021,"13,921 ","Comedy, Slice of Life",Saturdays at 01:50 (JST),"None found, add some",44,5155,7.241,https://myanimelist.net/anime/40833/Inu_to_Neko_Docchi_mo_Katteru_to_Mainichi_Tanoshii,"7,085"
1096,Inukami!,TV (26 eps),Apr 2006 - Sep 2006,"67,937 ","Comedy, Romance, Supernatural, Ecchi",Unknown,Discotek Media,205,2386,7.241,https://myanimelist.net/anime/940/Inukami,"28,441"
1097,Just Because!,TV (12 eps),Oct 2017 - Dec 2017,"288,263 ","Drama, Romance",Thursdays at 21:00 (JST),Sentai Filmworks,"1,360",748,7.241,https://myanimelist.net/anime/35639/Just_Because,"118,112"
1098,Kaidan Restaurant,TV (23 eps),Oct 2009 - Jun 2010,"15,778 ","Horror, Mystery, Supernatural",Tuesdays at 19:30 (JST),"None found, add some",46,4918,7.241,https://myanimelist.net/anime/6980/Kaidan_Restaurant,"5,034"
1099,Kyoro-chan,TV (91 eps),Jul 1999 - Mar 2001,"2,765 ","Adventure, Comedy, Fantasy",Thursdays at 18:00 (JST),"None found, add some",25,9502,7.241,https://myanimelist.net/anime/4375/Kyoro-chan,"1,310"
1100,Layton Mystery Tanteisha: Katri no Nazotoki File,TV (50 eps),Apr 2018 - Mar 2019,"16,230 ","Comedy, Mystery",Sundays at 08:30 (JST),"None found, add some",58,4873,7.241,https://myanimelist.net/anime/37023/Layton_Mystery_Tanteisha__Katri_no_Nazotoki_File,"3,529"
1101,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,TV (12 eps),Jul 2008 - Sep 2008,"26,148 ","Drama, Romance, Slice of Life",Unknown,Sentai Filmworks,64,3953,7.241,https://myanimelist.net/anime/4483/Mahoutsukai_ni_Taisetsu_na_Koto__Natsu_no_Sora,"6,823"
1102,Mahoutsukai Precure!,TV (50 eps),Feb 2016 - Jan 2017,"12,444 ","Action, Fantasy",Sundays at 08:30 (JST),"None found, add some",96,5401,7.241,https://myanimelist.net/anime/31884/Mahoutsukai_Precure,"3,987"
1103,Mayo Chiki!,TV (13 eps),Jul 2011 - Sep 2011,"472,444 ","Comedy, Romance, Ecchi",Unknown,Sentai Filmworks,"1,842",416,7.241,https://myanimelist.net/anime/10110/Mayo_Chiki,"256,853"
1104,Natsu no Arashi!,TV (13 eps),Apr 2009 - Jun 2009,"51,995 ","Comedy, Romance, Supernatural",Unknown,Maiden Japan,79,2767,7.241,https://myanimelist.net/anime/5597/Natsu_no_Arashi,"13,962"
1105,Patalliro!,TV (49 eps),Apr 1982 - May 1983,"7,541 ","Adventure, Boys Love, Comedy",Thursdays at 19:00 (JST),"None found, add some",102,6620,7.241,https://myanimelist.net/anime/2835/Patalliro,"1,392"
1106,Petshop of Horrors,TV (4 eps),Mar 1999 - Mar 1999,"63,759 ","Horror, Mystery, Supernatural",Unknown,"Sentai Filmworks, Urban Vision",397,2485,7.241,https://myanimelist.net/anime/326/Petshop_of_Horrors,"29,962"
1107,Popee the Performer,TV (39 eps),Jan 2000 - Dec 2001,"9,757 ","Avant Garde, Comedy",Mondays at 20:53 (JST),"None found, add some",271,5962,7.241,https://myanimelist.net/anime/6560/Popee_the_Performer,"4,123"
1108,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,TV (12 eps),Jul 2015 - Sep 2015,"757,334 ","Comedy, Ecchi",Saturdays at 23:00 (JST),Funimation,"3,742",225,7.241,https://myanimelist.net/anime/29786/Shimoneta_to_Iu_Gainen_ga_Sonzai_Shinai_Taikutsu_na_Sekai,"413,010"
1109,Shin Chou Kyou Ryo: Condor Hero III,TV (26 eps),Apr 2008 - May 2008,"2,789 ","Action, Adventure, Drama, Romance",Unknown,"None found, add some",1,9476,7.241,https://myanimelist.net/anime/5854/Shin_Chou_Kyou_Ryo__Condor_Hero_III,872
1110,Slow Loop,TV (12 eps),Jan 2022 - Mar 2022,"55,771 ","Gourmet, Slice of Life",Fridays at 22:00 (JST),"None found, add some",247,2673,7.241,https://myanimelist.net/anime/45425/Slow_Loop,"19,715"
1111,Souten Kouro,TV (26 eps),Apr 2009 - Sep 2009,"18,231 ","Action, Adventure",Unknown,"None found, add some",45,4656,7.241,https://myanimelist.net/anime/5226/Souten_Kouro,"4,285"
1112,Tales of Zestiria the Cross,TV (12 eps),Jul 2016 - Sep 2016,"314,997 ","Action, Adventure, Fantasy",Sundays at 23:00 (JST),Funimation,788,677,7.241,https://myanimelist.net/anime/30911/Tales_of_Zestiria_the_Cross,"139,167"
1113,Tekken Chinmi,TV (20 eps),Jul 1988 - Dec 1988,"4,374 ","Action, Adventure",Unknown,"None found, add some",11,8231,7.241,https://myanimelist.net/anime/4663/Tekken_Chinmi,"1,869"
1114,Kyoushoku Soukou Guyver (2005),TV (26 eps),Aug 2005 - Feb 2006,"21,443 ","Adventure, Sci-Fi",Saturdays at 19:00 (JST),"ADV Films, Funimation",147,4326,7.231,https://myanimelist.net/anime/1374/Kyoushoku_Soukou_Guyver_2005,"9,199"
1115,Midori no Hibi,TV (13 eps),Apr 2004 - Jun 2004,"160,717 ","Comedy, Drama, Romance, Ecchi",Unknown,"Media Blasters, NYAV Post",625,1320,7.231,https://myanimelist.net/anime/330/Midori_no_Hibi,"86,181"
1116,Needless,TV (24 eps),Jul 2009 - Dec 2009,"138,494 ","Action, Comedy, Sci-Fi, Ecchi",Fridays at 01:30 (JST),Sentai Filmworks,531,1461,7.231,https://myanimelist.net/anime/6030/Needless,"60,453"
1117,Nekketsu Saikyou Go-Saurer,TV (51 eps),Mar 1993 - Feb 1994,"1,425 ","Action, Sci-Fi",Wednesdays at 18:00 (JST),"None found, add some",7,11333,7.231,https://myanimelist.net/anime/5395/Nekketsu_Saikyou_Go-Saurer,365
1118,Super Robot Taisen OG: The Inspector,TV (26 eps),Oct 2010 - Apr 2011,"9,479 ","Action, Sci-Fi",Unknown,"None found, add some",43,6039,7.231,https://myanimelist.net/anime/9241/Super_Robot_Taisen_OG__The_Inspector,"3,484"
1119,Abenobashi Mahou☆Shoutengai,TV (13 eps),Apr 2002 - Jun 2002,"85,107 ","Award Winning, Comedy, Fantasy, Ecchi",Thursdays at 22:00 (JST),"ADV Films, Sentai Filmworks",319,2088,7.231,https://myanimelist.net/anime/306/Abenobashi_Mahou%E2%98%86Shoutengai,"33,480"
1120,Accel World,TV (24 eps),Apr 2012 - Sep 2012,"689,547 ","Action, Romance, Sci-Fi",Saturdays at 00:30 (JST),VIZ Media,"3,862",255,7.231,https://myanimelist.net/anime/11759/Accel_World,"375,921"
1121,Animal Yokochou,TV (51 eps),Oct 2005 - Sep 2006,"2,928 ","Adventure, Comedy, Fantasy",Tuesdays at 18:00 (JST),"None found, add some",12,9344,7.221,https://myanimelist.net/anime/280/Animal_Yokochou,902
1122,Canaan,TV (13 eps),Jul 2009 - Sep 2009,"220,301 ","Action, Sci-Fi, Supernatural",Saturdays at 22:30 (JST),Sentai Filmworks,885,976,7.231,https://myanimelist.net/anime/5356/Canaan,"84,095"
1123,Cyborg 009 (1979),TV (50 eps),Mar 1979 - Mar 1980,"9,854 ","Action, Adventure, Sci-Fi",Unknown,"None found, add some",32,5938,7.231,https://myanimelist.net/anime/4690/Cyborg_009_1979,"3,035"
1124,Dantalian no Shoka,TV (12 eps),Jul 2011 - Oct 2011,"143,640 ","Action, Mystery, Supernatural",Unknown,Funimation,518,1427,7.231,https://myanimelist.net/anime/8915/Dantalian_no_Shoka,"55,575"
1125,Digimon Adventure 02,TV (50 eps),Apr 2000 - Mar 2001,"214,130 ","Action, Adventure, Comedy, Drama, Fantasy",Sundays at 09:00 (JST),"Saban Entertainment, Flatiron Film Company",735,1003,7.231,https://myanimelist.net/anime/1313/Digimon_Adventure_02,"138,864"
1126,Dororo to Hyakkimaru,TV (26 eps),Apr 1969 - Sep 1969,"19,159 ","Action, Adventure, Supernatural",Sundays at 19:30 (JST),Discotek Media,85,4557,7.231,https://myanimelist.net/anime/5760/Dororo_to_Hyakkimaru,"5,117"
1127,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,TV (12 eps),Jul 2019 - Sep 2019,"750,727 ","Action, Adventure, Fantasy",Saturdays at 00:30 (JST),Sentai Filmworks,"1,994",229,7.231,https://myanimelist.net/anime/37347/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_II,"428,583"
1128,Fate/kaleid liner Prisma☆Illya 2wei!,TV (10 eps),Jul 2014 - Sep 2014,"155,233 ","Action, Comedy, Fantasy",Thursdays at 01:35 (JST),Sentai Filmworks,257,1353,7.231,https://myanimelist.net/anime/20509/Fate_kaleid_liner_Prisma%E2%98%86Illya_2wei,"82,520"
1129,Fuujin Monogatari,TV (13 eps),Sep 2004 - Feb 2005,"17,811 ","Drama, Fantasy, Slice of Life, Supernatural",Unknown,Sentai Filmworks,107,4700,7.231,https://myanimelist.net/anime/1524/Fuujin_Monogatari,"3,958"
1130,Ganbarist! Shun,TV (30 eps),Jul 1996 - Mar 1997,"3,371 ","Comedy, Sports",Mondays at 19:00 (JST),"None found, add some",12,8917,7.221,https://myanimelist.net/anime/3568/Ganbarist_Shun,996
1131,Ginga Densetsu Weed,TV (26 eps),Nov 2005 - May 2006,"14,754 ","Adventure, Drama",Unknown,"None found, add some",246,5041,7.231,https://myanimelist.net/anime/915/Ginga_Densetsu_Weed,"7,638"
1132,Haiyore! Nyaruko-san W,TV (12 eps),Apr 2013 - Jul 2013,"174,955 ","Comedy, Sci-Fi",Sundays at 01:05 (JST),"NIS America, Inc.",299,1220,7.231,https://myanimelist.net/anime/15699/Haiyore_Nyaruko-san_W,"89,608"
1133,Hitsugi no Chaika,TV (12 eps),Apr 2014 - Jun 2014,"364,808 ","Action, Adventure, Fantasy, Romance",Thursdays at 01:05 (JST),Sentai Filmworks,827,566,7.231,https://myanimelist.net/anime/20853/Hitsugi_no_Chaika,"168,146"
1134,Kaitou Joker 2nd Season,TV (13 eps),Apr 2015 - Jun 2015,"6,200 ","Adventure, Comedy, Mystery",Mondays at 19:00 (JST),"None found, add some",18,7156,7.231,https://myanimelist.net/anime/28869/Kaitou_Joker_2nd_Season,"2,806"
1135,Kiniro Mosaic,TV (12 eps),Jul 2013 - Sep 2013,"177,291 ","Comedy, Slice of Life",Unknown,Sentai Filmworks,865,1203,7.231,https://myanimelist.net/anime/16732/Kiniro_Mosaic,"67,274"
1136,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,TV (13 eps),Jul 2013 - Sep 2013,"891,577 ","Horror, Mystery",Fridays at 01:35 (JST),Funimation,"8,064",160,7.221,https://myanimelist.net/anime/16592/Danganronpa__Kibou_no_Gakuen_to_Zetsubou_no_Koukousei_The_Animation,"516,459"
1137,Darling in the FranXX,TV (24 eps),Jan 2018 - Jul 2018,"1,526,128 ","Action, Drama, Romance, Sci-Fi",Saturdays at 23:30 (JST),Funimation,"30,512",62,7.221,https://myanimelist.net/anime/35849/Darling_in_the_FranXX,"944,324"
1138,El Cazador de la Bruja,TV (26 eps),Apr 2007 - Sep 2007,"51,956 ","Adventure, Drama, Mystery",Tuesdays at 01:30 (JST),Funimation,247,2768,7.221,https://myanimelist.net/anime/2030/El_Cazador_de_la_Bruja,"17,683"
1139,Fushigiboshi no☆Futagohime Gyu!,TV (52 eps),Apr 2006 - Mar 2007,"5,711 ","Comedy, Fantasy",Unknown,"None found, add some",26,7373,7.221,https://myanimelist.net/anime/1886/Fushigiboshi_no%E2%98%86Futagohime_Gyu,"2,039"
1140,Grancrest Senki,TV (24 eps),Jan 2018 - Jun 2018,"289,996 ","Action, Drama, Fantasy, Romance",Saturdays at 00:00 (JST),Aniplex of America,"1,225",739,7.221,https://myanimelist.net/anime/34279/Grancrest_Senki,"124,469"
1141,Groove Adventure Rave,TV (51 eps),Oct 2001 - Sep 2002,"96,570 ","Adventure, Comedy, Fantasy, Romance",Unknown,Tokyopop,356,1924,7.221,https://myanimelist.net/anime/246/Groove_Adventure_Rave,"39,734"
1142,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),TV (12 eps),May 2007 - Apr 2008,"12,011 ","Comedy, Sci-Fi",Unknown,"None found, add some",6,5460,7.221,https://myanimelist.net/anime/10870/Koukaku_Kidoutai__Stand_Alone_Complex_-_Tachikoma_na_Hibi_TV,"3,501"
1143,Kuma Kuma Kuma Bear,TV (12 eps),Oct 2020 - Dec 2020,"135,727 ","Adventure, Comedy, Fantasy",Wednesdays at 21:00 (JST),Funimation,796,1488,7.221,https://myanimelist.net/anime/40974/Kuma_Kuma_Kuma_Bear,"67,253"
1144,Mainichi Kaasan,TV (142 eps),Apr 2009 - Mar 2012,"3,055 ","Comedy, Slice of Life",Unknown,"None found, add some",24,9218,7.221,https://myanimelist.net/anime/6116/Mainichi_Kaasan,988
1145,Mix: Meisei Story,TV (24 eps),Apr 2019 - Sep 2019,"21,931 ","Drama, Romance, Sports",Saturdays at 17:30 (JST),Funimation,60,4284,7.221,https://myanimelist.net/anime/38098/Mix__Meisei_Story,"8,656"
1146,Nagasarete Airantou,TV (26 eps),Apr 2007 - Sep 2007,"98,749 ","Comedy, Fantasy, Romance, Ecchi",Unknown,Discotek Media,391,1888,7.221,https://myanimelist.net/anime/1722/Nagasarete_Airantou,"43,582"
1147,Shippuu! Iron Leaguer,TV (52 eps),Apr 1993 - Mar 1994,"1,422 ","Sci-Fi, Sports",Tuesdays at 18:00 (JST),"None found, add some",15,11339,7.221,https://myanimelist.net/anime/2758/Shippuu_Iron_Leaguer,418
1148,Spiral: Suiri no Kizuna,TV (25 eps),Oct 2002 - Mar 2003,"51,191 ","Drama, Mystery",Tuesdays at 18:00 (JST),Funimation,284,2793,7.221,https://myanimelist.net/anime/341/Spiral__Suiri_no_Kizuna,"22,499"
1149,Suzumiya Haruhi no Yuuutsu (2009),TV (14 eps),May 2009 - Sep 2009,"505,041 ","Comedy, Mystery, Sci-Fi, Slice of Life",Fridays at 00:40 (JST),"Funimation, Bandai Entertainment","2,192",390,7.221,https://myanimelist.net/anime/4382/Suzumiya_Haruhi_no_Yuuutsu_2009,"291,455"
1150,Toushou Daimos,TV (44 eps),Apr 1978 - Jan 1979,"5,491 ","Adventure, Drama, Romance, Sci-Fi",Unknown,Discotek Media,27,7494,7.221,https://myanimelist.net/anime/2816/Toushou_Daimos,"2,764"
1151,Urusei Yatsura (2022),TV (23 eps),Oct 2022 -,"138,256 ","Comedy, Romance, Sci-Fi",Fridays at 00:55 (JST),Sentai Filmworks,843,1463,7.221,https://myanimelist.net/anime/50710/Urusei_Yatsura_2022,"20,208"
1152,Witchblade,TV (24 eps),Apr 2006 - Sep 2006,"111,295 ","Action, Sci-Fi",Thursdays at 01:45 (JST),Funimation,538,1744,7.221,https://myanimelist.net/anime/935/Witchblade,"46,199"
1153,Yu☆Gi☆Oh!,TV (27 eps),Apr 1998 - Oct 1998,"228,644 ","Action, Comedy, Fantasy",Saturdays at 18:00 (JST),"None found, add some","1,103",944,7.221,https://myanimelist.net/anime/550/Yu%E2%98%86Gi%E2%98%86Oh,"132,683"
1154,Uragiri wa Boku no Namae wo Shitteiru,TV (24 eps),Apr 2010 - Sep 2010,"96,306 ","Adventure, Boys Love, Drama, Fantasy",Unknown,Funimation,962,1925,7.211,https://myanimelist.net/anime/7058/Uragiri_wa_Boku_no_Namae_wo_Shitteiru,"36,949"
1155,Basquash!,TV (26 eps),Apr 2009 - Oct 2009,"44,992 ","Sci-Fi, Sports",Fridays at 01:25 (JST),Maiden Japan,183,2992,7.211,https://myanimelist.net/anime/5675/Basquash,"18,050"
1156,Ben-To,TV (12 eps),Oct 2011 - Dec 2011,"315,121 ","Action, Comedy, Gourmet",Sundays at 02:20 (JST),Funimation,"1,129",676,7.211,https://myanimelist.net/anime/10396/Ben-To,"161,967"
1157,Bosco Daibouken,TV (26 eps),Oct 1986 - Mar 1987,"1,841 ","Adventure, Fantasy",Unknown,"None found, add some",12,10687,7.211,https://myanimelist.net/anime/3460/Bosco_Daibouken,714
1158,Cybersix,TV (13 eps),Sep 1999 - Nov 1999,"9,706 ","Action, Adventure, Romance, Sci-Fi",Mondays at 20:30 (JST),Discotek Media,66,5976,7.211,https://myanimelist.net/anime/2383/Cybersix,"3,229"
1159,Dirty Pair,TV (24 eps),Jul 1985 - Dec 1985,"29,234 ","Adventure, Comedy, Sci-Fi",Unknown,Nozomi Entertainment,189,3749,7.211,https://myanimelist.net/anime/424/Dirty_Pair,"6,342"
1160,Galaxy Angel 4,TV (13 eps),Jul 2004 - Sep 2004,"7,832 ","Comedy, Sci-Fi",Unknown,Bandai Entertainment,8,6532,7.211,https://myanimelist.net/anime/655/Galaxy_Angel_4,"3,093"
1161,Gear Fighter Dendoh,TV (38 eps),Oct 2000 - Jun 2001,"3,395 ","Action, Adventure, Sci-Fi",Wednesdays at 18:00 (JST),"None found, add some",14,8898,7.211,https://myanimelist.net/anime/2484/Gear_Fighter_Dendoh,"1,167"
1162,Gegege no Kitarou (2018),TV (97 eps),Apr 2018 - Mar 2020,"47,600 ","Comedy, Horror, Supernatural",Sundays at 09:00 (JST),"None found, add some",118,2905,7.211,https://myanimelist.net/anime/37140/Gegege_no_Kitarou_2018,"10,907"
1163,God Eater,TV (13 eps),Jul 2015 - Mar 2016,"523,864 ","Action, Fantasy, Sci-Fi",Sundays at 22:30 (JST),Aniplex of America,"1,900",374,7.211,https://myanimelist.net/anime/27631/God_Eater,"245,494"
1164,Gundam Build Fighters Try,TV (25 eps),Oct 2014 - Apr 2015,"42,074 ","Action, Sci-Fi",Wednesdays at 18:00 (JST),Nozomi Entertainment,114,3110,7.211,https://myanimelist.net/anime/24625/Gundam_Build_Fighters_Try,"23,746"
1165,Hakushaku to Yousei,TV (12 eps),Sep 2008 - Dec 2008,"119,709 ","Adventure, Fantasy, Romance",Unknown,Discotek Media,543,1641,7.211,https://myanimelist.net/anime/4551/Hakushaku_to_Yousei,"53,903"
1166,Juu Ou Sei,TV (11 eps),Apr 2006 - Jun 2006,"70,648 ","Action, Adventure, Drama, Mystery, Sci-Fi",Fridays at 00:45 (JST),Funimation,365,2330,7.211,https://myanimelist.net/anime/953/Juu_Ou_Sei,"31,668"
1167,Kamichama Karin,TV (26 eps),Apr 2007 - Sep 2007,"50,183 ","Comedy, Fantasy, Romance",Unknown,"None found, add some",359,2820,7.211,https://myanimelist.net/anime/1808/Kamichama_Karin,"21,622"
1168,Moyashimon Returns,TV (11 eps),Jul 2012 - Sep 2012,"24,529 ","Comedy, Gourmet, Supernatural",Fridays at 00:45 (JST),"None found, add some",17,4084,7.211,https://myanimelist.net/anime/13409/Moyashimon_Returns,"12,557"
