anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page,anime_scored_by,anime_season_aired,anime_year_aired
Iblard Jikan,OVA (1 eps),Jul 2007 - Jul 2007,21731,"Mystery, Slice of Life",Tuesdays at 01:20 (JST),"None found, add some",61,5592,6.891,https://myanimelist.net/anime/2891/Iblard_Jikan,4379,summer,2007 
Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,OVA (1 eps),Dec 2011 - Dec 2011,20006,"Action, Drama",Sundays at 00:55 (JST),"None found, add some",2,12739,6.891,https://myanimelist.net/anime/10934/Itsuka_Tenma_no_Kuro_Usagi__Kokoro_Utsuri_no_Toukoubi_-_School_Attendance_Day,215,fall,2011 
Kami nomi zo Shiru Sekai: Flag 0,OVA (1 eps),Sep 2010 - Sep 2010,62577,"Comedy, Slice of Life",Unknown,"None found, add some",32,5825,6.901,https://myanimelist.net/anime/9675/Kami_nomi_zo_Shiru_Sekai__Flag_0,6532,fall,2010 
Kyoukai no Kanata: Mini Gekijou,Special (7 eps),Jan 2014 - Jul 2014,41578,"Action, Supernatural",Tuesdays at 23:00 (JST),Funimation,1277,804,6.891,https://myanimelist.net/anime/20909/Kyoukai_no_Kanata__Mini_Gekijou,110957,winter,2014 
Kyoukai no Rinne,TV (25 eps),Apr 2015 - Sep 2015,85778,"Adventure, Comedy, Supernatural",Thursdays at 17:55 (JST),"None found, add some",1611,895,6.891,https://myanimelist.net/anime/28423/Kyoukai_no_Rinne,62366,spring,2015 
Lupin III: Hemingway Paper no Nazo,Special (1 eps),Jul 1990 - Jul 1990,6489,"Drama, Romance, Sports",Unknown,"None found, add some",5,9593,6.891,https://myanimelist.net/anime/1421/Lupin_III__Hemingway_Paper_no_Nazo,523,summer,1990 
Petit Seka,ONA (10 eps),Jan 2022 - Mar 2022,3333,"Comedy, Supernatural",Mondays at 19:00 (JST),Geneon Entertainment USA,27,4301,6.891,https://myanimelist.net/anime/49939/Petit_Seka,9822,winter,2022 
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,OVA (1 eps),Nov 2011 - Nov 2011,2480,"Action, Fantasy, Supernatural",Saturdays at 02:30 (JST),"None found, add some",124,2654,6.891,https://myanimelist.net/anime/11569/Precure_All_Stars_DX_the_Dance_Live%E2%99%A5__Miracle_Dance_Stage_e_Youkoso,25785,fall,2011 
Promare: Galo-hen,ONA (1 eps),May 2019 - May 2019,25959,"Comedy, Sports",Sundays at 23:30 (JST),"None found, add some",83,3138,6.891,https://myanimelist.net/anime/39991/Promare__Galo-hen,15856,fall,2019 
Servamp,TV (12 eps),Jul 2016 - Sep 2016,269192,"Drama, Sports",Sundays at 19:00 (JST),"None found, add some",44,6228,6.891,https://myanimelist.net/anime/31229/Servamp,3490,summer,2016 
Shaman King (2021),TV (52 eps),Apr 2021 - Apr 2022,241756,"Action, Sci-Fi",Unknown,Funimation,214,2133,6.891,https://myanimelist.net/anime/42205/Shaman_King_2021,29096,spring,2021 
Shin Ace wo Nerae!,TV (25 eps),Oct 1978 - Mar 1979,2647,"Action, Comedy, Ecchi",Wednesdays at 23:00 (JST),Sentai Filmworks,929,581,6.891,https://myanimelist.net/anime/8542/Shin_Ace_wo_Nerae,193527,fall,1978 
Yesterday wo Utatte,TV (12 eps),Apr 2020 - Jun 2020,289796,"Comedy, Drama, Mystery",Saturdays at 01:55 (JST),Funimation,188,2150,6.891,https://myanimelist.net/anime/39710/Yesterday_wo_Utatte,23945,spring,2020 
Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,Special (1 eps),Mar 2020 - Mar 2020,6248,"Action, Adventure, Fantasy",Unknown,"None found, add some",75,2307,6.881,https://myanimelist.net/anime/40465/Chuubyou_Gekihatsu_Boy__Otoko_ni_Umareta_Shukumei_Dakara,32606,fall,2020 
Dinghai Fusheng Lu,ONA (12 eps),Jul 2021 - Dec 2021,2615,"Comedy, Slice of Life",Fridays at 02:16 (JST),Sentai Filmworks,74,3019,6.881,https://myanimelist.net/anime/44065/Dinghai_Fusheng_Lu,16730,summer,2021 
Dominion,OVA (4 eps),May 1988 - Aug 1989,16456,"Comedy, Fantasy",Unknown,"None found, add some",24,9728,6.871,https://myanimelist.net/anime/1151/Dominion,1280,fall,1988 
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,OVA (1 eps),Apr 2021 - Apr 2021,67151,"Action, Adventure, Comedy, Drama, Sci-Fi",Tuesdays at 02:55 (JST),ADV Films,29,6081,6.881,https://myanimelist.net/anime/44983/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_III_OVA,3425,spring,2021 
Fei Ren Zai 1st Season Part 2,ONA (12 eps),Jan 2020 - Mar 2020,908,"Action, Adventure, Comedy, Fantasy",Saturdays at 19:30 (JST),4Kids Entertainment,297,3655,6.881,https://myanimelist.net/anime/42454/Fei_Ren_Zai_1st_Season_Part_2,15652,winter,2020 
Jintian Kaishi Zuo Mingxing,ONA (13 eps),Dec 2019 - Mar 2020,2279,"Adventure, Comedy",Unknown,"None found, add some",23,6939,6.881,https://myanimelist.net/anime/40969/Jintian_Kaishi_Zuo_Mingxing,3848,fall,2019 
Key the Metal Idol,OVA (15 eps),Dec 1994 - Jun 1997,21637,"Drama, Slice of Life",Unknown,"None found, add some",8,9452,6.881,https://myanimelist.net/anime/1457/Key_the_Metal_Idol,802,fall,1994 
Kurozuka,TV (12 eps),Oct 2008 - Dec 2008,93861,"Action, Drama, Horror, Romance, Sci-Fi",Tuesdays at 22:00 (JST),Mill Creek Entertainment,304,1955,6.881,https://myanimelist.net/anime/5039/Kurozuka,31530,fall,2008 
Moshidora,TV (10 eps),Apr 2011 - May 2011,21356,"Drama, Sports",Mondays at 22:55 (JST),"None found, add some",20,4335,6.881,https://myanimelist.net/anime/9693/Moshidora,8797,spring,2011 
Nakanohito Genome [Jikkyouchuu],TV (12 eps),Jul 2019 - Sep 2019,123839,"Comedy, Drama",Sundays at 22:00 (JST),Funimation,563,1595,6.881,https://myanimelist.net/anime/37926/Nakanohito_Genome_Jikkyouchuu,51706,summer,2019 
Noblesse,TV (13 eps),Oct 2020 - Dec 2020,267031,"Action, Supernatural",Thursdays at 00:00 (JST),"None found, add some",1119,810,6.881,https://myanimelist.net/anime/41345/Noblesse,113504,fall,2020 
Renkin San-kyuu Magical? Pokaan Specials,Special (3 eps),Jun 2006 - Oct 2006,7210,"Action, Adventure, Fantasy",Saturdays at 17:35 (JST),Funimation,414,1084,6.881,https://myanimelist.net/anime/1489/Renkin_San-kyuu_Magical_Pokaan_Specials,74885,fall,2006 
Sora no Method: Aru Shoujo no Kyuujitsu★,Special (1 eps),Jul 2015 - Jul 2015,9859,"Action, Comedy",Fridays at 01:20 (JST),Aniplex of America,861,1558,6.881,https://myanimelist.net/anime/30919/Sora_no_Method__Aru_Shoujo_no_Kyuujitsu%E2%98%85,47007,summer,2015 
Tennis no Ouji-sama: The Band of Princes Film Kick the Future,Music (1 eps),Dec 2003 - Dec 2003,5263,"Action, Comedy, Ecchi",Unknown,"Discotek Media, Geneon Entertainment USA",592,1165,6.881,https://myanimelist.net/anime/6749/Tennis_no_Ouji-sama__The_Band_of_Princes_Film_Kick_the_Future,88382,fall,2003 
PopoloCrois,TV (26 eps),Oct 2003 - Mar 2004,2008,"Adventure, Comedy, Fantasy",Unknown,4Kids Entertainment,16,3697,6.871,https://myanimelist.net/anime/592/PopoloCrois,15414,fall,2003 
Reikenzan: Eichi e no Shikaku,TV (12 eps),Jan 2017 - Mar 2017,43392,"Adventure, Fantasy",Unknown,"None found, add some",2,10417,6.871,https://myanimelist.net/anime/33019/Reikenzan__Eichi_e_no_Shikaku,638,winter,2017 
s.CRY.ed Alteration I: Tao,Movie (1 eps),Nov 2011 - Nov 2011,4988,"Comedy, Fantasy",Sundays at 00:00 (JST),"None found, add some",59,3052,6.871,https://myanimelist.net/anime/10592/sCRYed_Alteration_I__Tao,17961,fall,2011 
Sonic★the★Hedgehog,OVA (2 eps),Jan 1996 - Jan 1996,18271,"Comedy, Romance, Sci-Fi",Tuesdays at 18:00 (JST),"Funimation, Geneon Entertainment USA",83,3412,6.871,https://myanimelist.net/anime/2263/Sonic%E2%98%85the%E2%98%85Hedgehog,17496,winter,1996 
Tsurune Movie: Hajimari no Issha,Movie (1 eps),Aug 2022 - Aug 2022,16833,"Adventure, Drama, Fantasy, Sci-Fi",Thursdays at 01:30 (JST),"Funimation, Bandai Entertainment",231,2295,6.871,https://myanimelist.net/anime/43556/Tsurune_Movie__Hajimari_no_Issha,34535,fall,2022 
Aru Nihon no Ekaki Shounen,Movie (1 eps),Mar 2019 - Mar 2019,712,"Drama, Romance, Ecchi",Unknown,"None found, add some",39,3397,6.871,https://myanimelist.net/anime/48992/Aru_Nihon_no_Ekaki_Shounen,15913,fall,2019 
Bakusou Kyoudai Let's & Go,TV (51 eps),Jan 1996 - Dec 1996,10595,"Comedy, Romance",Saturdays at 17:30 (JST),Funimation,303,1380,6.871,https://myanimelist.net/anime/2705/Bakusou_Kyoudai_Lets___Go,67539,winter,1996 
Black Shout,Music (1 eps),Feb 2017 - Feb 2017,2872,"Action, Adventure, Comedy, Fantasy",Sundays at 09:00 (JST),"None found, add some",150,4481,6.871,https://myanimelist.net/anime/36920/Black_Shout,3907,fall,2017 
Cello Hiki no Gauche (1982),Movie (1 eps),Jan 1982 - Jan 1982,13735,"Action, Adventure, Fantasy",Unknown,"None found, add some",553,1158,6.871,https://myanimelist.net/anime/1049/Cello_Hiki_no_Gauche_1982,84675,winter,1982 
D.C.II: Da Capo II,TV (13 eps),Oct 2007 - Dec 2007,35920,"Action, Comedy, Romance",Sundays at 00:30 (JST),Aniplex of America,1107,1108,6.871,https://myanimelist.net/anime/2595/DCII__Da_Capo_II,68348,fall,2007 
Dual! Parallel Runrun Monogatari Special,Special (1 eps),Dec 1999 - Dec 1999,5323,"Drama, Mystery, Sci-Fi",Sundays at 22:00 (JST),Sentai Filmworks,1110,649,6.871,https://myanimelist.net/anime/993/Dual_Parallel_Runrun_Monogatari_Special,162768,fall,1999 
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,OVA (1 eps),Feb 2011 - Feb 2011,26969,"Horror, Supernatural",Fridays at 00:45 (JST),"None found, add some",42,5591,6.871,https://myanimelist.net/anime/9347/Fortune_Arterial__Akai_Yakusoku_-_Tadoritsuita_Basho,3769,fall,2011 
Gokukoku no Brynhildr,TV (13 eps),Apr 2014 - Jun 2014,324337,"Drama, Mystery",Tuesdays at 21:00 (JST),Funimation,347,1724,6.871,https://myanimelist.net/anime/21431/Gokukoku_no_Brynhildr,34723,spring,2014 
Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,Movie (1 eps),Oct 2018 - Oct 2018,12368,"Comedy, Fantasy, Ecchi",Thursdays at 21:30 (JST),Funimation,2432,270,6.871,https://myanimelist.net/anime/35228/Haikara-san_ga_Tooru_Movie_2__Hana_no_Tokyo_Dai_Roman,392353,fall,2018 
He Wei Dao x Hui Yeda Xiaojie Xiangyao Wo Gaobai,ONA (2 eps),Oct 2020 - Oct 2020,9055,"Comedy, Romance",Saturdays at 01:25 (JST),"None found, add some",4806,580,6.871,https://myanimelist.net/anime/44270/He_Wei_Dao_x_Hui_Yeda_Xiaojie_Xiangyao_Wo_Gaobai,114860,fall,2020 
Ikebukuro West Gate Park,TV (12 eps),Oct 2020 - Dec 2020,112729,"Comedy, Sci-Fi",Unknown,"None found, add some",26,6166,6.871,https://myanimelist.net/anime/40359/Ikebukuro_West_Gate_Park,3698,fall,2020 
King of Prism: Pride the Hero,Movie (1 eps),Jun 2017 - Jun 2017,4356,"Drama, Fantasy, Mystery, Sci-Fi",Saturdays at 08:06 (JST),"None found, add some",67,4506,6.871,https://myanimelist.net/anime/34032/King_of_Prism__Pride_the_Hero,3847,fall,2017 
Binbou Shimai Monogatari,TV (10 eps),Jun 2006 - Sep 2006,20644,"Action, Fantasy",Unknown,"None found, add some",219,3307,6.861,https://myanimelist.net/anime/1214/Binbou_Shimai_Monogatari,19821,fall,2006 
Feng Yu Zhou,Movie (1 eps),Aug 2018 - Aug 2018,1470,"Action, Comedy, Fantasy, Ecchi",Thursdays at 00:00 (JST),"Funimation, Crunchyroll",1289,382,6.861,https://myanimelist.net/anime/38489/Feng_Yu_Zhou,231328,fall,2018 
Genji Monogatari Sennenki,TV (11 eps),Jan 2009 - Mar 2009,14006,"Comedy, Sci-Fi, Slice of Life",Wednesdays at 18:30 (JST),"Discotek Media, Geneon Entertainment USA",155,3435,6.861,https://myanimelist.net/anime/5155/Genji_Monogatari_Sennenki,9991,winter,2009 
"Inari, Konkon, Koi Iroha. Inari, Konkon, Semishigure.",OVA (1 eps),Jun 2014 - Jun 2014,25488,"Action, Drama, Sci-Fi",Fridays at 01:28 (JST),Funimation,284,1162,6.861,https://myanimelist.net/anime/22057/Inari_Konkon_Koi_Iroha_Inari_Konkon_Semishigure,70698,fall,2014 
IS: Infinite Stratos 2 - Hitonatsu no Omoide,OVA (1 eps),Oct 2013 - Oct 2013,57870,"Action, Fantasy",Sundays at 18:00 (JST),The Pokemon Company International,508,1841,6.861,https://myanimelist.net/anime/20045/IS__Infinite_Stratos_2_-_Hitonatsu_no_Omoide,54170,fall,2013 
Karneval Specials,Special (11 eps),Jun 2013 - Nov 2013,9694,"Action, Fantasy",Unknown,"None found, add some",6,11474,6.861,https://myanimelist.net/anime/23425/Karneval_Specials,349,fall,2013 
Kodomo no Jikan Recap,OVA (1 eps),Jul 2008 - Jul 2008,11987,"Action, Adventure, Sci-Fi",Saturdays at 17:30 (JST),"ADV Films, Sentai Filmworks",55,4083,6.861,https://myanimelist.net/anime/4786/Kodomo_no_Jikan_Recap,7706,summer,2008 
Macross Flash Back 2012,OVA (1 eps),Jun 1987 - Jun 1987,9072,"Fantasy, Slice of Life",Sundays at 08:30 (JST),"None found, add some",4,10793,6.861,https://myanimelist.net/anime/1504/Macross_Flash_Back_2012,576,fall,1987 
NieA Under 7,TV (13 eps),Apr 2000 - Jul 2000,35059,"Boys Love, Comedy, Drama",Wednesdays at 23:30 (JST),"Funimation, Crunchyroll",1062,1464,6.861,https://myanimelist.net/anime/800/NieA_Under_7,74083,spring,2000 
Rayearth,OVA (3 eps),Jul 1997 - Nov 1997,15283,"Comedy, Romance, Ecchi",Fridays at 01:00 (JST),Funimation,1535,545,6.861,https://myanimelist.net/anime/1954/Rayearth,212526,summer,1997 
Sakura Taisen,TV (25 eps),Apr 2000 - Sep 2000,24549,"Comedy, Drama, Slice of Life",Fridays at 02:40 (JST),"None found, add some",37,4396,6.861,https://myanimelist.net/anime/561/Sakura_Taisen,6631,spring,2000 
Shika no Ou: Yuna to Yakusoku no Tabi,Movie (1 eps),Feb 2022 - Feb 2022,24914,"Action, Adventure, Sci-Fi",Unknown,"None found, add some",12,7184,6.861,https://myanimelist.net/anime/38015/Shika_no_Ou__Yuna_to_Yakusoku_no_Tabi,1985,fall,2022 
Super Lovers,TV (10 eps),Apr 2016 - Jun 2016,138294,"Comedy, Drama, Romance",Unknown,"None found, add some",75,3666,6.861,https://myanimelist.net/anime/31680/Super_Lovers,11601,spring,2016 
Tenpou Ibun: Ayakashi Ayashi,TV (25 eps),Oct 2006 - Mar 2007,16424,"Comedy, Fantasy, Horror",Sundays at 09:00 (JST),"None found, add some",11,7625,6.861,https://myanimelist.net/anime/1587/Tenpou_Ibun__Ayakashi_Ayashi,1420,fall,2006 
Touch: Cross Road - Kaze no Yukue,Special (1 eps),Feb 2001 - Feb 2001,3245,"Drama, Romance",Fridays at 00:45 (JST),"None found, add some",18,5146,6.861,https://myanimelist.net/anime/1539/Touch__Cross_Road_-_Kaze_no_Yukue,3478,fall,2001 
Yu☆Gi☆Oh! Zexal Second,TV (73 eps),Oct 2012 - Mar 2014,37482,"Adventure, Sci-Fi",Unknown,"None found, add some",11,7570,6.861,https://myanimelist.net/anime/15489/Yu%E2%98%86Gi%E2%98%86Oh_Zexal_Second,1042,fall,2012 
Yama no Susume Second Season Specials,Special (2 eps),Oct 2014 - Mar 2015,10209,"Action, Comedy, Mystery",Unknown,"Bandai Entertainment, Maiden Japan",27,5188,6.851,https://myanimelist.net/anime/27887/Yama_no_Susume_Second_Season_Specials,4919,fall,2014 
Houkago no Ouji-sama,Special (5 eps),Oct 2014 - Jun 2015,2979,"Comedy, Fantasy, Romance",Tuesdays at 01:35 (JST),Discotek Media,527,842,6.851,https://myanimelist.net/anime/24457/Houkago_no_Ouji-sama,121077,fall,2014 
Huyao Xiao Hongniang: Mu Tiancheng,ONA (12 eps),Dec 2020 - Feb 2021,1886,"Action, Adventure, Comedy, Drama",Unknown,"Media Blasters, Geneon Entertainment USA",17,5728,6.851,https://myanimelist.net/anime/44097/Huyao_Xiao_Hongniang__Mu_Tiancheng,4137,fall,2020 
I''s Pure,OVA (6 eps),Dec 2005 - Jun 2006,25594,"Action, Comedy",Unknown,"None found, add some",4,8740,6.851,https://myanimelist.net/anime/811/Is_Pure,800,fall,2005 
Ichigo 100% OVA,OVA (4 eps),Jun 2005 - Oct 2005,26591,"Comedy, Girls Love, Slice of Life, Ecchi",Mondays at 01:30 (JST),Maiden Japan,71,3281,6.851,https://myanimelist.net/anime/981/Ichigo_100_OVA,14907,fall,2005 
Jitsu wa Watashi wa,TV (13 eps),Jul 2015 - Sep 2015,255690,"Action, Comedy, Sci-Fi",Unknown,Funimation,32,4748,6.851,https://myanimelist.net/anime/29785/Jitsu_wa_Watashi_wa,6152,summer,2015 
Kill Me Baby,TV (13 eps),Jan 2012 - Mar 2012,115994,"Action, Drama, Horror, Romance, Sci-Fi, Supernatural",Unknown,"VIZ Media, NYAV Post",270,1522,6.851,https://myanimelist.net/anime/11079/Kill_Me_Baby,60129,winter,2012 
Mushikaburi-hime,TV (12 eps),Oct 2022 - Dec 2022,56628,"Adventure, Comedy, Sports",Sundays at 08:30 (JST),Nelvana,378,2074,6.851,https://myanimelist.net/anime/50923/Mushikaburi-hime,56939,fall,2022 
Nekomonogatari: Kuro Recap,Special (1 eps),Mar 2013 - Mar 2013,10985,"Drama, Fantasy, Romance",Thursdays at 21:00 (JST),Sentai Filmworks,396,2653,6.851,https://myanimelist.net/anime/38971/Nekomonogatari__Kuro_Recap,17024,fall,2013 
One Piece 3D: Gekisou! Trap Coaster,Movie (1 eps),Dec 2011 - Dec 2011,22948,"Comedy, Gourmet, Slice of Life",Unknown,"None found, add some",21,8827,6.851,https://myanimelist.net/anime/12001/One_Piece_3D__Gekisou_Trap_Coaster,591,fall,2011 
Pokemon Movie 13: Genei no Hasha Zoroark,Movie (1 eps),Jul 2010 - Jul 2010,69538,"Action, Comedy, Fantasy, Romance, Supernatural, Ecchi",Thursdays at 01:30 (JST),Funimation,729,920,6.841,https://myanimelist.net/anime/7695/Pokemon_Movie_13__Genei_no_Hasha_Zoroark,117495,summer,2010 
Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,Special (4 eps),Dec 2019 - Mar 2020,3858,"Action, Adventure, Fantasy",Saturdays at 22:00 (JST),"None found, add some",1298,832,6.851,https://myanimelist.net/anime/40659/Senki_Zesshou_Symphogear_XV__Senki_Zesshou_Shinai_Symphogear,113473,fall,2019 
Toaru Kagaku no Railgun: Motto Marutto Railgun,Special (2 eps),Jan 2010 - May 2010,45942,"Action, Comedy, Romance",Unknown,"None found, add some",90,2445,6.851,https://myanimelist.net/anime/8023/Toaru_Kagaku_no_Railgun__Motto_Marutto_Railgun,24077,winter,2010 
Kouya no Kotobuki Hikoutai,TV (12 eps),Jan 2019 - Mar 2019,31684,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi",Unknown,"None found, add some",27,5606,6.831,https://myanimelist.net/anime/38301/Kouya_no_Kotobuki_Hikoutai,3628,winter,2019 
Majimoji Rurumo,TV (12 eps),Jul 2014 - Sep 2014,71529,"Action, Adventure",Sundays at 22:30 (JST),Sentai Filmworks,85,3595,6.841,https://myanimelist.net/anime/23945/Majimoji_Rurumo,10133,summer,2014 
Micchiri Neko,TV (39 eps),Jan 2018 - Mar 2018,8309,"Comedy, Fantasy, Ecchi",Unknown,"None found, add some",81,2309,6.841,https://myanimelist.net/anime/36982/Micchiri_Neko,30738,winter,2018 
Senkou no Night Raid,TV (13 eps),Apr 2010 - Jun 2010,43976,"Fantasy, Slice of Life",Fridays at 17:55 (JST),"None found, add some",1,10746,6.841,https://myanimelist.net/anime/6973/Senkou_no_Night_Raid,226,spring,2010 
Aishite Aishite Aishite,Music (1 eps),Mar 2015 - Mar 2015,1068,"Fantasy, Supernatural",Mondays at 18:20 (JST),"None found, add some",64,4634,6.841,https://myanimelist.net/anime/40914/Aishite_Aishite_Aishite,6422,fall,2015 
Chibi☆Devi!,TV (75 eps),Oct 2011 - Feb 2014,18463,"Action, Sports",Unknown,"None found, add some",8,10430,6.841,https://myanimelist.net/anime/11457/Chibi%E2%98%86Devi,911,fall,2011 
Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,Movie (3 eps),Aug 2018 - Aug 2018,25131,"Action, Supernatural",Fridays at 02:05 (JST),Sentai Filmworks,468,1298,6.841,https://myanimelist.net/anime/37623/Chiisana_Eiyuu__Kani_to_Tamago_to_Toumei_Ningen,77836,fall,2018 
CLAMP in Wonderland,Music (1 eps),Nov 1994 - Nov 1994,17393,"Action, Drama, Romance, Supernatural",Saturdays at 23:30 (JST),Sentai Filmworks,1556,859,6.841,https://myanimelist.net/anime/2274/CLAMP_in_Wonderland,105666,fall,1994 
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,Special (1 eps),Sep 2008 - Sep 2008,49790,"Action, Fantasy",Unknown,"None found, add some",59,5649,6.841,https://myanimelist.net/anime/5152/Dragon_Ball__Ossu_Kaettekita_Son_Gokuu_to_Nakama-tachi,4218,fall,2008 
Ganbare! Kickers,TV (23 eps),Oct 1986 - Mar 1987,9085,"Action, Adventure, Comedy, Sci-Fi",Unknown,Manga Entertainment,39,8036,6.841,https://myanimelist.net/anime/3053/Ganbare_Kickers,2613,fall,1986 
Happiness Charge Precure!,TV (49 eps),Feb 2014 - Jan 2015,11079,"Drama, Romance",Saturdays at 23:30 (JST),Nozomi Entertainment,566,1410,6.841,https://myanimelist.net/anime/21407/Happiness_Charge_Precure,61126,fall,2014 
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,OVA (1 eps),Dec 2011 - Dec 2011,118403,"Action, Horror, Supernatural",Wednesdays at 02:40 (JST),Discotek Media,319,1490,6.841,https://myanimelist.net/anime/10794/IS__Infinite_Stratos_Encore_-_Koi_ni_Kogareru_Rokujuusou,63333,fall,2011 
Dagashi Kashi 2,TV (12 eps),Jan 2018 - Mar 2018,157792,"Adventure, Comedy, Slice of Life",Thursdays at 01:30 (JST),"None found, add some",160,2157,6.831,https://myanimelist.net/anime/36049/Dagashi_Kashi_2,28157,winter,2018 
Fate/stay night TV Reproduction,OVA (2 eps),Jan 2010 - Jan 2010,41233,"Comedy, Fantasy, Romance, Ecchi",Saturdays at 01:30 (JST),Sentai Filmworks,511,736,6.831,https://myanimelist.net/anime/7559/Fate_stay_night_TV_Reproduction,130995,winter,2010 
Hakaima Sadamitsu,TV (10 eps),Jan 2001 - Mar 2001,5684,"Comedy, Fantasy",Fridays at 18:30 (JST),Geneon Entertainment USA,21,6658,6.831,https://myanimelist.net/anime/1465/Hakaima_Sadamitsu,2197,winter,2001 
Juushin Enbu: Hero Tales,TV (26 eps),Oct 2007 - Mar 2008,26293,"Comedy, Drama, Sci-Fi",Unknown,"Nozomi Entertainment, Bandai Entertainment",185,2059,6.831,https://myanimelist.net/anime/2772/Juushin_Enbu__Hero_Tales,48752,fall,2007 
Kousoku Denjin Albegus,TV (45 eps),Mar 1983 - Feb 1984,1842,"Action, Horror, Mystery, Romance, Supernatural",Unknown,"Sentai Filmworks, Geneon Entertainment USA",644,1327,6.831,https://myanimelist.net/anime/5891/Kousoku_Denjin_Albegus,69054,fall,1983 
Onegai☆Twins,TV (12 eps),Jul 2003 - Oct 2003,86755,"Action, Comedy, Drama, Fantasy, Slice of Life",Mondays at 00:00 (JST),Funimation,455,2154,6.831,https://myanimelist.net/anime/196/Onegai%E2%98%86Twins,19804,summer,2003 
Overlord: Ple Ple Pleiades 2,ONA (13 eps),Jan 2018 - Apr 2018,37420,"Comedy, Romance",Fridays at 22:30 (JST),"None found, add some",286,1273,6.831,https://myanimelist.net/anime/37087/Overlord__Ple_Ple_Pleiades_2,72462,winter,2018 
Suki tte Ii na yo. Mei and Marshmallow,Special (10 eps),Dec 2012 - May 2013,55576,"Comedy, Gourmet",Fridays at 02:28 (JST),Funimation,186,1335,6.831,https://myanimelist.net/anime/17409/Suki_tte_Ii_na_yo_Mei_and_Marshmallow,67366,fall,2012 
Touken Ranbu: Hanamaru,TV (12 eps),Oct 2016 - Dec 2016,79987,"Action, Comedy, Fantasy, Romance, Sci-Fi, Ecchi",Saturdays at 20:30 (JST),Aniplex of America,2159,296,6.831,https://myanimelist.net/anime/33023/Touken_Ranbu__Hanamaru,359062,fall,2016 
